RSPO,TERYT,Rural county,Urban county,Rural territory,City,Revenue per person,Website,Start date,Students,Sport venues,German or French,Logopedist,Psychologist,Pedagogue,Participants in English,Avg. score in English
107234,0607011,0,1,0,0,4421.96,1,1918-09-01,261,1,1,0,1,1,27,57
107235,0607011,0,1,0,0,4421.96,1,1949-09-01,685,1,1,0,1,1,62,60
85481,0607052,1,0,0,0,4604.83,1,1957-09-01,305,1,1,1,1,1,36,64
8688,0607062,1,0,0,0,5280.49,1,1999-09-01,163,0,0,1,1,0,10,59
12241,0607062,1,0,0,0,5280.49,1,1999-02-27,126,1,1,0,1,0,10,56
20015,0607062,1,0,0,0,5280.49,1,1999-09-01,163,0,1,0,1,0,16,51
77610,0607062,1,0,0,0,5280.49,1,2001-09-01,83,0,1,1,0,1,10,51
105207,0607072,1,0,0,0,5227.18,1,1947-09-01,137,0,1,1,1,1,20,60
105208,0607072,1,0,0,0,5227.18,0,1900-09-01,109,0,1,0,1,1,16,64
105209,0607072,1,0,0,0,5227.18,0,1900-09-01,102,0,1,1,1,0,12,48
82622,0607092,1,0,0,0,6239.2,1,1993-02-01,183,1,0,0,0,0,11,61
93055,0607092,1,0,0,0,6239.2,1,1929-01-04,118,1,1,1,0,0,12,59
93069,0607092,1,0,0,0,6239.2,0,1974-09-01,310,0,1,0,0,1,34,68
90933,0607102,1,0,0,0,5517.15,1,1900-09-01,288,0,0,0,0,0,31,64
87697,0608022,1,0,0,0,5494.13,1,1934-01-01,113,0,1,0,0,0,11,56
114850,0608022,1,0,0,0,5494.13,1,1918-10-31,159,0,1,1,1,0,24,49
69736,0608032,1,0,0,0,6325.63,1,1975-12-15,417,1,1,0,1,1,34,43
69738,0608032,1,0,0,0,6325.63,0,1985-04-01,112,0,1,1,1,1,14,68
113668,0608042,1,0,0,0,5388.87,0,2007-09-01,220,1,1,1,0,1,27,44
66117,0608011,0,1,0,0,5797.33,0,1987-09-01,1025,0,1,1,1,1,119,71
66123,0608011,0,1,0,0,5797.33,1,1919-01-01,740,1,1,1,1,1,85,68
66132,0608011,0,1,0,0,5797.33,1,1992-09-01,352,1,1,1,1,1,39,71
19338,0608072,1,0,0,0,6323.75,1,1916-09-01,307,1,1,0,0,0,27,70
19340,0608072,1,0,0,0,6323.75,1,1918-09-02,226,0,1,1,0,1,17,47
19346,0608072,1,0,0,0,6323.75,1,1905-09-01,157,0,0,0,0,0,13,49
90035,0608082,1,0,0,0,5431.75,1,1945-09-01,266,0,0,1,0,1,40,52
90074,0608082,1,0,0,0,5431.75,1,1927-09-01,182,1,1,0,0,1,19,36
58976,0608092,1,0,0,0,5621.7,1,1920-09-01,115,0,1,0,0,0,13,51
58977,0608092,1,0,0,0,5621.7,1,1917-09-01,205,1,1,1,0,0,11,56
60752,0608092,1,0,0,0,5621.7,1,1965-11-19,111,1,1,0,0,0,12,43
38960,0608112,1,0,0,0,5379.19,1,1985-04-01,115,1,1,0,0,0,13,41
73638,0608112,1,0,0,0,5379.19,1,1914-09-01,110,1,1,0,0,0,11,49
73642,0608112,1,0,0,0,5379.19,1,1958-09-01,176,1,1,0,0,0,13,38
44549,0608122,1,0,0,0,6050.54,1,1928-10-10,117,0,1,1,0,1,12,68
44553,0608122,1,0,0,0,6050.54,1,1907-09-01,113,1,1,1,0,0,11,52
35088,0608132,1,0,0,0,5533.46,1,1999-09-01,219,1,1,0,1,1,19,45
57275,0609022,1,0,0,0,4859.97,1,1965-09-01,144,1,1,0,1,0,18,56
91958,0609022,1,0,0,0,4859.97,0,1999-09-01,141,1,1,0,1,0,12,44
19526,0609042,1,0,0,0,5911.2,0,1958-01-01,295,1,0,0,0,1,23,71
19606,0609042,1,0,0,0,5911.2,0,1926-09-01,261,1,1,0,1,1,42,67
20484,0609042,1,0,0,0,5911.2,1,1922-09-01,160,1,1,0,1,1,15,63
11753,0609052,1,0,0,0,7290.73,1,1974-09-01,204,1,0,1,1,0,17,60
41234,0609052,1,0,0,0,7290.73,1,1999-09-01,511,1,1,1,1,0,47,72
41237,0609052,1,0,0,0,7290.73,1,1999-09-01,266,1,1,0,1,0,17,57
41240,0609052,1,0,0,0,7290.73,1,1999-09-01,664,1,1,1,0,0,28,73
5045,0609062,1,0,0,0,6205.67,1,1999-09-01,196,0,1,1,1,0,22,52
5050,0609062,1,0,0,0,6205.67,1,1999-09-01,159,1,0,0,0,0,10,86
7957,0609062,1,0,0,0,6205.67,1,1999-09-01,280,0,1,1,1,0,32,70
24157,0609072,1,0,0,0,5882.93,1,1937-09-01,117,0,1,0,0,0,12,55
43812,0609072,1,0,0,0,5882.93,0,1936-09-01,211,0,1,0,0,1,12,69
43814,0609072,1,0,0,0,5882.93,1,1936-09-01,168,0,1,0,0,1,10,63
43815,0609072,1,0,0,0,5882.93,1,1927-09-01,228,1,1,1,0,1,18,81
43818,0609072,1,0,0,0,5882.93,1,1930-09-01,466,1,1,0,0,1,42,56
25225,0609082,1,0,0,0,5629.61,1,1945-09-01,219,1,1,1,0,0,10,68
25355,0609082,1,0,0,0,5629.61,1,1936-09-01,203,0,0,1,1,0,10,77
25398,0609082,1,0,0,0,5629.61,1,1931-09-01,332,1,1,1,1,0,13,75
25471,0609082,1,0,0,0,5629.61,1,1930-09-01,185,1,0,1,1,0,10,61
12780,0609092,1,0,0,0,5803.04,1,1924-09-01,313,0,1,1,1,1,32,53
57689,0609102,1,0,0,0,6882.87,1,1915-09-01,460,0,1,1,0,0,45,75
61578,0609102,1,0,0,0,6882.87,1,1917-09-01,171,1,1,1,1,1,11,69
86203,0609102,1,0,0,0,6882.87,1,1915-09-01,164,0,1,0,1,1,19,63
87004,0609102,1,0,0,0,6882.87,1,1918-09-01,169,1,1,1,0,1,14,76
105546,0609112,1,0,0,0,5366.47,1,1885-09-01,241,1,1,1,1,1,16,71
105568,0609112,1,0,0,0,5366.47,1,1900-01-01,181,0,1,1,0,0,16,59
105591,0609112,1,0,0,0,5366.47,1,1928-09-01,536,1,1,0,1,1,67,71
106629,0609112,1,0,0,0,5366.47,1,1865-09-01,120,0,0,1,1,1,14,48
106630,0609112,1,0,0,0,5366.47,1,1921-09-01,240,0,1,1,1,0,18,72
106631,0609112,1,0,0,0,5366.47,1,2009-01-01,116,1,0,0,1,0,10,58
106928,0609112,1,0,0,0,5366.47,1,1961-09-01,254,0,1,1,1,1,34,59
4362,0609122,1,0,0,0,5681.53,1,1937-09-01,241,1,1,0,0,1,23,66
60865,0609122,1,0,0,0,5681.53,1,1929-09-01,100,1,1,0,1,0,16,64
81622,0609122,1,0,0,0,5681.53,1,1952-09-01,116,1,1,0,0,0,11,71
85902,0609122,1,0,0,0,5681.53,1,1924-09-01,101,1,1,0,0,0,15,62
64853,0609132,1,0,0,0,5681.93,1,1967-01-17,111,0,1,0,1,0,12,47
64856,0609132,1,0,0,0,5681.93,1,1948-09-01,308,1,1,1,1,1,28,54
104139,0609152,1,0,0,0,5296.44,1,1952-09-01,177,0,1,1,1,1,21,48
107513,0609142,1,0,0,0,6433.86,1,1955-10-01,178,0,0,0,0,0,17,45
107515,0609142,1,0,0,0,6433.86,1,1917-09-01,299,0,0,1,0,0,13,71
122669,0609142,1,0,0,0,6433.86,1,2002-06-28,152,0,1,1,0,1,15,63
13245,0609162,1,0,0,0,4664.24,1,1968-10-01,149,0,1,0,1,0,16,52
13246,0609162,1,0,0,0,4664.24,1,1965-11-27,106,1,1,1,1,0,14,49
112160,0612012,1,0,0,0,5744.95,1,1900-09-03,333,0,1,0,0,1,37,48
113688,0612012,1,0,0,0,5744.95,1,1992-09-01,221,1,1,1,0,1,21,50
114561,0612032,1,0,0,0,4993.13,1,2006-09-01,411,0,1,1,0,1,49,58
72010,0612072,1,0,0,0,6013.58,0,2004-04-27,200,0,0,0,0,0,10,53
72234,0612072,1,0,0,0,6013.58,1,2005-09-01,221,1,1,1,0,1,20,64
262517,0612042,1,0,0,0,4948.57,1,2017-09-01,170,1,1,1,0,1,29,47
105756,0613012,1,0,0,0,5826.66,1,1996-01-01,222,1,0,0,0,1,20,62
105358,0613032,1,0,0,0,5382.1,1,1920-09-01,158,1,1,1,1,0,27,45
114832,0613052,1,0,0,0,5328.65,1,1984-09-01,77,0,0,0,0,0,10,39
49722,0613062,1,0,0,0,4851.96,1,1959-09-01,155,0,1,1,1,0,13,57
66225,0613062,1,0,0,0,4851.96,0,1960-09-01,94,1,1,1,1,0,13,54
114213,0613072,1,0,0,0,6140.26,0,1975-12-15,190,1,1,0,1,0,18,54
85785,0614022,1,0,0,0,6634.03,1,1926-09-06,277,0,1,1,0,0,41,54
121563,0614032,1,0,0,0,5614.53,1,2011-09-01,237,0,1,0,0,1,20,59
72646,0614052,1,0,0,0,5979.03,1,1993-02-01,119,1,1,0,1,1,13,41
72648,0614052,1,0,0,0,5979.03,1,1953-09-01,496,1,1,1,1,1,42,70
38458,0614062,1,0,0,0,5868.01,0,1975-12-15,476,0,1,0,0,1,44,55
93027,0614062,1,0,0,0,5868.01,1,1985-04-01,93,0,1,1,0,1,10,41
80321,0614072,1,0,0,0,6070.46,1,1921-09-01,233,1,0,1,1,1,26,70
55580,0614011,0,1,0,0,6834.08,1,1945-09-01,497,0,1,1,1,1,33,77
55581,0614011,0,1,0,0,6834.08,1,1984-09-01,433,1,1,1,1,1,41,70
55582,0614011,0,1,0,0,6834.08,1,1965-09-01,460,1,1,1,1,1,41,67
55583,0614011,0,1,0,0,6834.08,1,1934-10-05,449,1,0,0,1,1,79,83
55584,0614011,0,1,0,0,6834.08,1,1986-09-01,911,1,1,1,1,1,79,72
55585,0614011,0,1,0,0,6834.08,1,1966-09-01,457,1,1,1,1,1,48,54
55614,0614011,0,1,0,0,6834.08,1,1969-09-01,267,1,0,1,1,1,14,41
262804,0614011,0,1,0,0,6834.08,1,2017-09-01,146,0,1,0,1,1,18,67
262806,0614011,0,1,0,0,6834.08,1,2017-09-01,339,0,1,1,1,1,64,86
60566,0614092,1,0,0,0,5080.4,1,1957-09-01,317,1,1,1,1,1,24,56
61439,0614092,1,0,0,0,5080.4,1,1899-11-09,136,1,0,0,1,1,13,56
83829,0614092,1,0,0,0,5080.4,1,1957-09-01,207,1,0,1,0,1,16,65
55494,0614102,1,0,0,0,5337.67,1,1983-03-30,240,0,1,1,1,1,27,54
55495,0614102,1,0,0,0,5337.67,0,1983-03-30,101,0,0,1,0,0,10,80
109773,0614112,1,0,0,0,6411.64,0,1919-09-01,318,1,1,0,1,0,45,65
109774,0614112,1,0,0,0,6411.64,1,1993-09-01,126,1,1,1,1,1,20,53
115074,0615022,1,0,0,0,6651.14,1,2007-09-01,238,0,1,0,1,1,22,40
115109,0615022,1,0,0,0,6651.14,0,2007-09-01,108,0,1,0,0,1,17,43
263256,0615022,1,0,0,0,6651.14,0,2017-09-01,45,1,1,1,0,1,10,47
13909,0615032,1,0,0,0,5388.23,1,1975-12-15,353,0,0,1,0,1,36,57
64498,0615052,1,0,0,0,5898.26,1,1975-12-15,337,0,1,0,1,1,44,48
40714,0615042,1,0,0,0,5782.21,1,1900-10-01,103,0,0,1,0,0,12,60
40998,0615042,1,0,0,0,5782.21,0,1929-09-01,289,0,0,1,0,1,39,51
81015,0615011,0,1,0,0,5079.44,1,1996-09-01,961,1,1,1,1,1,101,62
81016,0615011,0,1,0,0,5079.44,1,1996-09-01,427,1,1,1,1,1,72,59
106804,0615062,1,0,0,0,5797.8,0,1951-09-01,316,1,1,1,0,1,24,50
106828,0615062,1,0,0,0,5797.8,1,1960-05-25,112,0,1,0,1,0,20,53
106903,0615062,1,0,0,0,5797.8,1,1964-09-01,101,1,0,0,0,1,12,53
104567,0615072,1,0,0,0,5777.0,1,1997-09-01,328,0,1,1,1,1,42,50
71102,0615082,1,0,0,0,5258.06,1,1921-09-01,33,1,1,1,0,0,11,61
87753,0615082,1,0,0,0,5258.06,0,1932-09-01,391,0,1,1,1,1,20,34
40147,0616011,0,1,0,0,5049.0,1,1928-08-31,291,1,1,1,0,1,24,55
86507,0616011,0,1,0,0,5049.0,1,1967-08-31,359,1,1,1,0,1,45,77
86511,0616011,0,1,0,0,5049.0,1,1966-09-01,221,1,1,1,1,0,34,60
86512,0616011,0,1,0,0,5049.0,1,1966-09-01,322,0,1,1,0,1,35,65
17359,0616022,1,0,0,0,6039.68,1,1988-09-01,396,1,0,1,0,1,39,44
17439,0616022,1,0,0,0,6039.68,0,1945-09-01,135,0,0,0,0,0,12,54
17537,0616022,1,0,0,0,6039.68,1,1945-09-01,138,1,0,0,0,0,13,56
107737,0616032,1,0,0,0,5530.05,0,1996-01-01,204,1,1,1,0,1,11,49
108790,0616032,1,0,0,0,5530.05,1,1996-01-01,153,1,1,1,0,1,13,58
38758,0616052,1,0,0,0,5201.65,1,1912-09-01,202,0,1,0,1,1,22,68
60012,0616062,1,0,0,0,5881.01,1,1996-01-01,92,1,1,0,0,0,11,60
86215,0616062,1,0,0,0,5881.01,1,1996-01-01,173,0,1,1,0,1,13,54
7139,0618022,1,0,0,0,5265.91,0,1999-09-01,289,0,1,1,0,1,36,53
110560,0618032,1,0,0,0,4897.35,1,1928-09-03,150,1,1,1,0,1,12,66
92483,0618042,1,0,0,0,5610.24,1,1946-09-01,131,1,1,1,0,1,23,53
41182,0618072,1,0,0,0,5081.36,0,1999-02-27,84,1,1,1,0,1,10,48
41183,0618072,1,0,0,0,5081.36,0,1999-02-27,141,1,1,0,0,1,16,49
74721,0618072,1,0,0,0,5081.36,0,1999-02-27,106,0,1,1,0,0,13,51
27976,0618082,1,0,0,0,5232.98,1,1916-03-01,161,1,1,0,0,0,12,55
76009,0618082,1,0,0,0,5232.98,1,1965-09-01,217,0,1,0,1,0,23,63
79907,0618082,1,0,0,0,5232.98,1,1965-09-01,199,1,1,0,0,1,24,45
115423,0618092,1,0,0,0,5969.33,0,1999-09-01,202,0,1,0,1,0,32,50
86690,0618102,1,0,0,0,5133.47,1,1916-09-01,291,0,0,1,0,1,32,51
2971,0618011,0,1,0,0,6153.41,1,1964-08-31,597,1,1,1,1,1,17,66
3016,0618011,0,1,0,0,6153.41,1,1976-12-31,817,1,1,0,1,1,82,62
133903,0618011,0,1,0,0,6153.41,1,2017-09-01,333,1,1,1,1,1,98,69
17497,0618112,1,0,0,0,4966.06,1,1916-09-01,171,1,1,1,0,1,19,48
18060,0618112,1,0,0,0,4966.06,1,1916-09-01,149,1,1,1,0,0,15,56
89097,0618132,1,0,0,0,4914.39,1,1948-08-15,135,0,1,1,0,1,17,62
31136,0619032,1,0,0,0,5977.0,1,1999-09-01,231,0,1,1,0,0,29,50
92146,0619042,1,0,0,0,5979.66,1,1999-09-01,182,1,0,0,0,0,14,52
122790,0619052,1,0,0,0,7330.0,1,1997-09-01,430,0,1,0,0,1,26,52
14479,0619011,0,1,0,0,5082.37,1,1975-12-15,493,1,1,1,1,1,45,65
14509,0619011,0,1,0,0,5082.37,0,1995-09-01,825,1,0,1,1,1,72,71
121987,0619062,1,0,0,0,5134.17,1,1999-09-01,256,1,0,0,0,1,17,48
121998,0619062,1,0,0,0,5134.17,1,1956-09-01,107,1,0,0,0,0,11,51
72917,0620012,1,0,0,0,4813.13,0,1970-09-05,174,1,1,0,0,0,18,59
72919,0620012,1,0,0,0,4813.13,1,1936-09-01,198,1,0,0,0,1,14,66
14095,0620022,1,0,0,0,4762.27,1,1945-09-01,253,0,1,0,0,0,32,49
53360,0620032,1,0,0,0,4656.85,0,1964-11-20,327,1,1,1,1,0,38,46
23323,0620062,1,0,0,0,4672.53,1,1957-09-01,229,1,0,1,1,0,12,43
104540,0620072,1,0,0,0,5448.68,1,2001-01-01,284,0,0,1,0,1,28,50
41458,0620082,1,0,0,0,5613.49,0,1999-09-01,120,1,1,0,0,0,16,56
41462,0620082,1,0,0,0,5613.49,0,1999-09-01,87,0,1,1,1,0,12,58
41642,0620082,1,0,0,0,5613.49,1,1999-09-01,72,1,1,1,0,1,13,45
103722,0620092,1,0,0,0,5215.63,1,1984-09-03,346,1,1,0,0,0,35,71
105001,0620092,1,0,0,0,5215.63,1,2009-09-01,71,0,0,1,0,0,10,68
87944,0620102,1,0,0,0,6202.41,1,1927-09-01,227,0,1,0,1,0,32,47
75995,0620112,1,0,0,0,5733.45,0,1985-10-01,423,0,1,1,0,1,39,52
81179,0620122,1,0,0,0,4846.39,1,1986-10-20,163,1,0,0,0,0,15,64
34481,0620142,1,0,0,0,4804.18,1,1960-09-01,92,0,1,0,0,0,11,74
34607,0620142,1,0,0,0,4804.18,1,1960-09-01,208,1,1,0,0,1,22,62
74663,0620142,1,0,0,0,4804.18,0,1985-09-01,315,1,1,0,0,1,18,68
80308,0620142,1,0,0,0,4804.18,1,1956-09-01,152,0,0,1,0,0,18,65
80313,0620142,1,0,0,0,4804.18,1,1983-09-01,236,1,1,0,0,1,12,74
80326,0620142,1,0,0,0,4804.18,1,1983-09-01,186,1,1,0,0,1,15,73
80336,0620142,1,0,0,0,4804.18,1,2003-09-01,399,0,1,0,1,0,36,83
39120,0620052,1,0,0,0,4864.75,0,1946-09-01,126,0,1,1,0,1,14,51
39121,0620052,1,0,0,0,4864.75,0,1894-09-01,318,0,1,1,0,1,36,62
17768,0611032,1,0,0,0,6575.73,1,1999-09-01,171,0,1,1,1,0,18,59
42184,0611032,1,0,0,0,6575.73,0,2011-09-01,322,0,1,1,1,1,33,60
21257,0611042,1,0,0,0,5915.97,1,1922-11-01,223,0,0,1,1,1,25,51
21768,0611042,1,0,0,0,5915.97,1,1990-08-29,321,0,0,1,1,1,31,59
26196,0611042,1,0,0,0,5915.97,1,1879-01-01,183,0,0,1,1,1,24,41
125104,0611042,1,0,0,0,5915.97,1,1916-09-01,127,0,0,1,1,0,15,58
125106,0611042,1,0,0,0,5915.97,1,1946-09-01,132,0,0,1,1,1,18,32
125110,0611042,1,0,0,0,5915.97,1,1945-09-01,105,0,0,0,1,0,14,36
12349,0611062,1,0,0,0,5731.44,1,1937-09-01,140,1,0,1,1,1,12,50
24684,0611062,1,0,0,0,5731.44,1,1932-09-01,241,0,0,1,1,1,15,33
44555,0611072,1,0,0,0,6044.04,1,1999-09-01,230,1,0,0,1,0,11,40
105509,0611072,1,0,0,0,6044.04,1,1927-09-01,174,0,0,1,0,1,16,65
114527,0611072,1,0,0,0,6044.04,1,1984-09-01,279,0,0,1,1,1,30,69
38967,0611021,0,1,0,0,6518.42,1,1900-09-01,259,0,0,0,0,0,23,61
71486,0611082,1,0,0,0,5204.87,1,1985-01-01,140,1,0,0,0,0,12,51
92532,0611082,1,0,0,0,5204.87,1,1925-01-02,267,1,0,0,0,0,25,49
63283,0611092,1,0,0,0,5715.56,1,1918-09-01,127,0,0,1,0,1,10,34
63284,0611092,1,0,0,0,5715.56,1,1918-09-01,153,0,0,0,0,1,16,62
63291,0611092,1,0,0,0,5715.56,1,1918-09-01,82,1,0,1,0,0,14,53
63292,0611092,1,0,0,0,5715.56,1,1900-09-01,253,0,0,1,0,1,24,51
18176,0611102,1,0,0,0,5822.31,0,1983-09-01,260,0,0,0,1,0,20,48
31860,0611112,1,0,0,0,5312.52,1,1914-09-01,121,0,0,1,0,1,12,48
53149,0611112,1,0,0,0,5312.52,1,1928-09-01,97,0,0,0,0,0,10,31
73157,0611112,1,0,0,0,5312.52,1,1920-09-01,84,1,0,1,0,1,13,46
11960,0611011,0,1,0,0,5111.51,0,1999-09-01,759,1,1,1,1,1,76,63
19298,0611011,0,1,0,0,5111.51,1,1999-09-01,561,1,1,1,1,1,43,72
19301,0611011,0,1,0,0,5111.51,0,1999-09-01,911,0,1,1,1,1,128,72
262528,0611011,0,1,0,0,5111.51,1,2017-09-01,434,1,0,1,1,1,21,79
72644,0611052,1,0,0,0,5760.11,1,1989-09-01,112,1,0,0,0,1,15,55
89774,0611052,1,0,0,0,5760.11,1,1966-09-01,121,0,0,1,0,1,12,55
89802,0611052,1,0,0,0,5760.11,1,1951-09-01,115,0,0,1,0,1,14,47
89804,0611052,1,0,0,0,5760.11,1,1999-09-01,149,0,0,1,0,1,19,42
89806,0611052,1,0,0,0,5760.11,1,1999-09-01,184,0,0,1,0,1,25,60
92219,0611052,1,0,0,0,5760.11,0,1997-09-01,148,0,0,0,0,0,18,50
92224,0611052,1,0,0,0,5760.11,1,1996-09-01,230,0,0,1,0,1,27,59
104183,0611052,1,0,0,0,5760.11,1,1983-03-30,152,0,0,1,0,1,15,57
104193,0611052,1,0,0,0,5760.11,1,1966-09-01,96,0,0,1,0,1,16,55
104201,0611052,1,0,0,0,5760.11,1,1999-02-27,168,0,0,1,0,0,14,68
25374,0610012,1,0,0,0,6761.87,1,1985-05-27,111,1,0,0,0,0,11,69
25375,0610012,1,0,0,0,6761.87,0,1985-05-27,68,1,0,0,0,0,13,49
48809,0610012,1,0,0,0,6761.87,1,1999-09-01,533,0,0,1,1,1,53,44
80348,0610022,1,0,0,0,6277.79,1,1985-04-01,140,1,1,1,1,1,11,55
80572,0610022,1,0,0,0,6277.79,1,1985-04-01,152,1,0,1,1,1,18,47
81812,0610022,1,0,0,0,6277.79,1,1985-04-01,184,1,1,0,0,0,16,68
91610,0610022,1,0,0,0,6277.79,1,1976-01-01,115,0,0,1,0,0,12,56
49063,0610042,1,0,0,0,6088.57,0,1950-09-01,114,0,1,0,0,0,16,48
49146,0610042,1,0,0,0,6088.57,0,1916-09-01,140,1,1,1,1,0,11,67
78999,0610042,1,0,0,0,6088.57,0,1912-09-01,287,1,1,1,1,1,28,52
79195,0610042,1,0,0,0,6088.57,0,1910-09-01,132,1,1,0,0,1,13,75
19146,0610052,1,0,0,0,9968.83,0,1985-09-01,137,0,1,1,0,1,19,50
19377,0610052,1,0,0,0,9968.83,0,1985-09-19,196,0,1,1,1,1,21,46
29596,0610052,1,0,0,0,9968.83,1,1926-09-01,330,0,1,1,0,0,30,76
21984,0610062,1,0,0,0,5220.72,0,1928-09-01,218,1,1,1,1,0,21,65
53401,0610062,1,0,0,0,5220.72,1,1934-09-01,105,1,1,0,1,0,11,65
118721,0610062,1,0,0,0,5220.72,0,2013-09-01,154,0,1,0,1,0,10,76
118782,0610062,1,0,0,0,5220.72,1,2013-09-01,93,0,1,1,0,0,11,61
47188,0617022,1,0,0,0,5568.97,1,1929-09-02,226,1,1,1,1,1,19,74
47190,0617022,1,0,0,0,5568.97,1,1967-09-04,141,1,0,1,0,1,16,64
47193,0617022,1,0,0,0,5568.97,1,1918-09-03,167,1,0,1,1,0,11,58
47194,0617022,1,0,0,0,5568.97,0,1916-09-01,125,0,1,0,0,0,11,53
47195,0617022,1,0,0,0,5568.97,1,1936-09-02,128,1,1,1,0,1,15,52
92339,0617042,1,0,0,0,6134.9,0,1986-09-01,246,0,1,1,1,0,23,63
8876,0617052,1,0,0,0,4524.57,1,1958-12-23,109,0,1,0,0,0,13,52
22933,0617052,1,0,0,0,4524.57,1,1985-08-20,316,0,1,1,0,1,40,62
23856,0617052,1,0,0,0,4524.57,1,1928-11-11,126,0,1,1,0,1,21,64
53456,0617011,0,1,0,0,6012.56,1,1999-09-01,742,1,1,0,1,1,62,65
85287,0617011,0,1,0,0,6012.56,1,1999-09-01,1323,1,1,0,1,1,157,75
86337,0617011,0,1,0,0,6012.56,1,1982-09-01,573,0,1,1,1,1,33,78
93022,0617011,0,1,0,0,6012.56,1,1999-09-01,932,0,1,1,1,0,119,88
5884,1261011,0,1,0,0,7937.37,1,1925-01-01,371,0,1,0,0,1,30,80
5919,1261011,0,1,0,0,7937.37,1,1952-07-16,599,0,0,0,1,1,43,76
6805,1261011,0,1,0,0,7937.37,1,1986-09-01,726,0,1,0,0,1,66,83
6864,1261011,0,1,0,0,7937.37,1,1925-01-01,206,0,1,1,0,1,19,56
7045,1261011,0,1,0,0,7937.37,1,1872-11-07,576,1,1,1,1,1,65,93
7046,1261011,0,1,0,0,7937.37,1,1983-09-01,809,1,1,1,1,1,91,84
7198,1261011,0,1,0,0,7937.37,1,1959-09-01,342,1,1,1,0,1,39,55
7199,1261011,0,1,0,0,7937.37,1,1956-10-01,411,1,1,1,1,1,59,76
7200,1261011,0,1,0,0,7937.37,1,1957-09-01,432,1,0,0,0,0,69,67
7335,1261011,0,1,0,0,7937.37,1,1965-02-01,390,1,0,0,1,1,34,65
7457,1261011,0,1,0,0,7937.37,1,1961-09-01,310,0,1,1,1,1,19,78
7487,1261011,0,1,0,0,7937.37,1,1991-09-01,493,1,0,1,0,1,45,92
7664,1261011,0,1,0,0,7937.37,1,1818-10-01,184,1,1,0,0,0,13,66
7702,1261011,0,1,0,0,7937.37,1,1963-09-01,543,1,1,1,1,1,55,87
7703,1261011,0,1,0,0,7937.37,1,1945-09-01,833,1,1,1,1,1,151,79
7770,1261011,0,1,0,0,7937.37,1,1987-09-01,578,1,1,1,1,1,55,84
7867,1261011,0,1,0,0,7937.37,1,1895-09-01,250,1,1,1,0,1,30,71
7868,1261011,0,1,0,0,7937.37,1,1958-09-14,413,1,0,1,1,1,50,76
7869,1261011,0,1,0,0,7937.37,1,1924-09-01,446,1,1,0,0,1,71,80
8184,1261011,0,1,0,0,7937.37,1,1957-09-01,436,1,1,1,1,1,45,76
8636,1261011,0,1,0,0,7937.37,1,1983-04-30,531,1,0,0,0,0,57,82
8719,1261011,0,1,0,0,7937.37,1,1967-09-05,280,1,1,0,1,1,21,78
8896,1261011,0,1,0,0,7937.37,1,1975-09-01,379,1,1,1,0,1,47,71
8914,1261011,0,1,0,0,7937.37,1,1954-09-01,384,1,0,1,0,1,37,77
9036,1261011,0,1,0,0,7937.37,1,1979-09-01,831,0,0,1,0,1,67,78
9138,1261011,0,1,0,0,7937.37,1,1966-09-01,460,1,1,0,0,1,42,74
9140,1261011,0,1,0,0,7937.37,1,1985-09-01,623,0,1,1,1,1,50,77
9144,1261011,0,1,0,0,7937.37,1,1958-09-01,293,1,0,1,0,0,23,71
9326,1261011,0,1,0,0,7937.37,1,1966-02-01,371,1,1,1,0,1,39,72
9804,1261011,0,1,0,0,7937.37,1,1966-09-01,209,1,1,1,0,1,20,51
9835,1261011,0,1,0,0,7937.37,1,1983-09-01,1032,1,1,1,1,1,109,83
9927,1261011,0,1,0,0,7937.37,1,1968-09-01,387,1,0,0,1,1,38,65
9928,1261011,0,1,0,0,7937.37,1,1974-09-01,655,1,1,1,1,1,84,78
9937,1261011,0,1,0,0,7937.37,1,1970-09-01,387,1,1,1,0,1,38,60
11012,1261011,0,1,0,0,7937.37,1,1872-09-01,390,0,1,0,0,1,61,89
11111,1261011,0,1,0,0,7937.37,1,1901-09-01,372,1,0,1,0,1,32,75
11340,1261011,0,1,0,0,7937.37,1,1962-09-01,660,1,1,1,1,1,112,77
11429,1261011,0,1,0,0,7937.37,1,1972-09-01,420,1,1,0,0,1,59,76
11570,1261011,0,1,0,0,7937.37,1,1956-09-01,242,1,0,0,0,1,19,78
11658,1261011,0,1,0,0,7937.37,1,1871-09-01,599,1,1,0,0,1,48,81
11861,1261011,0,1,0,0,7937.37,1,1582-01-01,268,1,1,0,1,1,28,70
11930,1261011,0,1,0,0,7937.37,1,1968-09-01,405,1,1,1,0,1,45,79
12007,1261011,0,1,0,0,7937.37,1,1871-07-18,472,1,0,1,0,1,50,83
12062,1261011,0,1,0,0,7937.37,1,1965-11-04,443,1,1,1,0,1,53,87
12104,1261011,0,1,0,0,7937.37,1,1982-09-01,415,0,0,1,1,0,40,86
12116,1261011,0,1,0,0,7937.37,1,1964-01-01,348,1,0,0,0,1,44,71
12137,1261011,0,1,0,0,7937.37,1,1812-09-18,482,1,1,0,1,0,65,85
12139,1261011,0,1,0,0,7937.37,1,1970-09-01,378,1,1,0,1,1,42,80
12149,1261011,0,1,0,0,7937.37,1,1991-09-01,714,1,1,0,1,1,89,85
12184,1261011,0,1,0,0,7937.37,1,1982-09-01,660,1,1,1,1,1,98,77
